120	6	18	0	4	2	3	2	2.5510787963867188e-05
120	6	18	1	4	2	3	2	0.00012350082397460938
120	6	18	4	12	6	3	6	7.653236389160156e-05
120	6	18	6	12	6	3	6	0.021853923797607422
180	12	19	0	4	2	6	2	3.361701965332031e-05
180	12	19	1	4	2	6	2	0.00011467933654785156
180	12	19	4	24	12	6	12	0.00010609626770019531
180	12	19	6	24	12	6	12	0.03600883483886719
240	22	8	0	8	4	10	4	1.6689300537109375e-05
240	22	8	1	8	4	10	4	7.128715515136719e-05
240	22	8	4	16	8	10	8	6.628036499023438e-05
240	22	8	6	16	8	10	8	0.02605748176574707
300	36	25	0	8	4	14	4	1.7404556274414062e-05
300	36	25	1	8	4	14	4	0.00019168853759765625
300	36	25	4	50	25	14	25	0.00010657310485839844
300	36	25	6	50	25	14	25	0.06295084953308105
360	62	18	0	20	10	17	10	2.3365020751953125e-05
360	62	18	1	20	10	17	10	0.00021076202392578125
360	62	18	4	36	18	17	18	0.00026917457580566406
360	62	18	6	36	18	17	18	0.04754972457885742
420	60	16	0	24	12	17	12	2.2411346435546875e-05
420	60	16	1	24	12	17	12	0.00016736984252929688
420	60	16	4	32	16	17	16	7.2479248046875e-05
420	60	16	6	32	16	17	16	0.04264330863952637
480	68	21	0	28	14	19	14	3.0040740966796875e-05
480	68	21	1	28	14	19	14	0.0005614757537841797
480	68	21	4	42	21	19	21	0.0001239776611328125
480	68	21	6	42	21	19	21	0.07518386840820312
540	50	19	0	16	8	16	8	2.5987625122070312e-05
540	50	19	1	16	8	16	8	0.00025391578674316406
540	50	19	4	38	19	16	19	9.846687316894531e-05
540	50	19	6	38	19	16	19	0.05342411994934082
600	80	19	0	20	10	28	10	3.0279159545898438e-05
600	80	19	1	20	10	28	10	0.00024056434631347656
600	80	19	4	38	19	28	19	0.0001773834228515625
600	80	19	6	38	19	28	19	0.0549471378326416
660	72	17	0	24	12	20	12	2.0742416381835938e-05
660	72	17	1	24	12	20	12	0.0001761913299560547
660	72	17	4	34	17	20	17	8.440017700195312e-05
660	72	17	6	34	17	20	17	0.03767585754394531
720	68	22	0	24	12	24	12	3.0040740966796875e-05
720	68	22	1	24	12	24	12	0.0002751350402832031
720	68	22	4	44	22	24	22	0.00012087821960449219
720	68	22	6	44	22	24	22	0.06906390190124512
780	72	18	0	20	10	25	10	2.574920654296875e-05
780	72	18	1	20	10	25	10	0.00020384788513183594
780	72	18	4	36	18	25	18	9.894371032714844e-05
780	72	18	6	36	18	25	18	0.04636883735656738
840	62	15	0	12	6	23	6	2.1219253540039062e-05
840	62	15	1	12	6	23	6	0.00014638900756835938
