120	6	18	0	2	1	3	2	2.0265579223632812e-05
120	6	18	1	4	1	3	2	8.797645568847656e-05
120	6	18	4	6	2	3	4	6.723403930664062e-05
120	6	18	6	6	2	3	4	0.009290218353271484
180	12	19	0	4	2	6	2	3.600120544433594e-05
180	12	19	1	4	1	6	2	0.00010538101196289062
180	12	19	4	16	5	6	8	9.393692016601562e-05
180	12	19	6	16	5	6	8	0.01510000228881836
240	22	8	0	8	1	10	4	1.7881393432617188e-05
240	22	8	1	8	1	10	4	6.389617919921875e-05
240	22	8	4	8	1	10	4	0.00021529197692871094
240	22	8	6	7	1	10	4	0.0036706924438476562
300	36	25	0	6	3	14	3	1.5735626220703125e-05
300	36	25	1	8	2	14	4	0.00010752677917480469
300	36	25	4	21	8	14	13	0.0002429485321044922
300	36	25	6	34	12	14	27	0.029851675033569336
360	62	18	0	11	4	17	8	1.6927719116210938e-05
360	62	18	1	19	3	17	10	0.00018453598022460938
360	62	18	4	26	7	17	23	0.0001475811004638672
360	62	18	6	60	9	17	41	0.022317171096801758
420	60	16	0	15	5	17	9	2.002716064453125e-05
420	60	16	1	23	3	17	12	0.0001804828643798828
420	60	16	4	29	9	17	27	0.00012230873107910156
420	60	16	6	53	9	17	39	0.024344205856323242
480	68	21	0	19	5	19	11	2.384185791015625e-05
480	68	21	1	28	3	19	14	0.0002803802490234375
480	68	21	4	47	9	19	28	0.0001289844512939453
480	68	21	6	76	10	19	46	0.0350191593170166
540	50	19	0	9	4	16	6	2.384185791015625e-05
540	50	19	1	15	2	16	8	0.00017309188842773438
540	50	19	4	19	6	16	12	0.00020503997802734375
540	50	19	6	38	8	16	25	0.025007963180541992
600	80	19	0	12	5	28	8	2.2172927856445312e-05
600	80	19	1	19	3	28	10	0.00017905235290527344
600	80	19	4	21	7	28	15	0.00032591819763183594
600	80	19	6	45	10	28	35	0.03452301025390625
660	72	17	0	17	5	20	12	2.384185791015625e-05
660	72	17	1	22	5	20	12	0.00015664100646972656
660	72	17	4	28	7	20	20	0.00016045570373535156
660	72	17	6	33	8	20	30	0.02134394645690918
720	68	22	0	15	6	24	10	2.7894973754882812e-05
720	68	22	1	24	4	24	12	0.0002579689025878906
720	68	22	4	26	9	24	19	0.00020885467529296875
720	68	22	6	40	10	24	34	0.025087594985961914
780	72	18	0	13	4	25	10	2.4318695068359375e-05
780	72	18	1	19	3	25	10	0.0001983642578125
780	72	18	4	35	8	25	25	0.0001556873321533203
780	72	18	6	31	7	25	36	0.02456355094909668
840	62	15	0	9	3	23	5	1.8596649169921875e-05
840	62	15	1	12	2	23	6	0.00011014938354492188
840	62	15	4	24	6	23	16	0.00014138221740722656
840	62	15	6	29	7	23	22	0.020746469497680664
900	86	15	0	10	3	28	7	2.09808349609375e-05
900	86	15	1	14	1	28	8	0.00011801719665527344
900	86	15	4	24	5	28	15	0.0002200603485107422
900	86	15	6	44	8	28	34	0.02368617057800293
960	92	25	0	14	7	25	10	2.765655517578125e-05
960	92	25	1	21	4	25	12	0.0002579689025878906
960	92	25	4	32	13	25	31	0.0002894401550292969
960	92	25	6	71	17	25	63	0.05051159858703613
1020	78	19	0	7	2	24	6	2.86102294921875e-05
1020	78	19	1	15	2	24	8	0.00014734268188476562
1020	78	19	4	23	5	24	22	0.00026035308837890625
1020	78	19	6	39	7	24	38	0.02154254913330078
1080	78	14	0	27	5	20	19	2.4080276489257812e-05
1080	78	14	1	34	4	20	20	0.00025534629821777344
1080	78	14	4	45	7	20	29	0.0002186298370361328
1080	78	14	6	49	7	20	39	0.02270364761352539
1140	98	30	0	22	8	21	14	3.695487976074219e-05
1140	98	30	1	28	3	21	14	0.0003979206085205078
1140	98	30	4	76	18	21	59	0.00026035308837890625
1140	98	30	6	79	17	21	81	0.04471731185913086
1200	82	23	0	13	6	28	7	5.078315734863281e-05
1200	82	23	1	16	1	28	8	0.0001785755157470703
1200	82	23	4	31	11	28	18	0.0001995563507080078
1200	82	23	6	41	14	28	37	0.04085826873779297
1260	80	23	0	15	5	26	8	2.47955322265625e-05
1260	80	23	1	16	4	26	8	0.00024008750915527344
1260	80	23	4	43	13	26	32	0.00021529197692871094
1260	80	23	6	79	17	26	55	0.04937291145324707
1320	70	21	0	13	5	20	7	2.956390380859375e-05
1320	70	21	1	16	4	20	8	0.0003409385681152344
1320	70	21	4	42	11	20	26	0.00015115737915039062
1320	70	21	6	60	14	20	42	0.04650521278381348
1380	102	22	0	14	4	29	9	2.4080276489257812e-05
1380	102	22	1	20	3	29	10	0.0008680820465087891
1380	102	22	4	50	9	29	31	0.00022935867309570312
1380	102	22	6	74	12	29	58	0.04487800598144531
1440	98	14	0	17	5	25	10	2.1696090698242188e-05
1440	98	14	1	20	3	25	10	0.0001995563507080078
1440	98	14	4	49	11	25	36	0.00018525123596191406
1440	98	14	6	71	13	25	51	0.040567874908447266
1500	80	19	0	10	4	22	8	4.8160552978515625e-05
1500	80	19	1	15	1	22	8	0.00018024444580078125
1500	80	19	4	41	9	22	34	0.00018024444580078125
1500	80	19	6	56	10	22	46	0.02664327621459961
1560	82	20	0	13	4	20	8	2.288818359375e-05
1560	82	20	1	18	4	20	10	0.0001819133758544922
1560	82	20	4	42	11	20	38	0.00019288063049316406
1560	82	20	6	55	11	20	57	0.030134916305541992
1620	90	21	0	14	5	28	7	2.9802322387695312e-05
1620	90	21	1	16	1	28	8	0.00017142295837402344
1620	90	21	4	35	10	28	25	0.00019502639770507812
1620	90	21	6	89	15	28	56	0.038565874099731445
1680	92	15	0	20	6	25	12	2.574920654296875e-05
1680	92	15	1	27	4	25	14	0.0002129077911376953
1680	92	15	4	34	9	25	26	0.00015163421630859375
1680	92	15	6	44	10	25	42	0.028701305389404297
1740	98	25	0	14	5	26	10	2.9802322387695312e-05
1740	98	25	1	19	3	26	10	0.00024056434631347656
1740	98	25	4	37	11	26	33	0.0002505779266357422
